Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
Jacksonville, FL	September 2021	Single Family Residential	$1,667		$1,340		$1,129		$339,000	22.2%
Jacksonville, FL	September 2021	Townhouse	$1,667		$949		$799		$239,995	19.2%
Jacksonville, FL	October 2021	All Residential	$1,621		$1,273		$1,072		$315,000	18.9%
Jacksonville, FL	October 2021	Condo/Co-op	$1,621		$848		$714		$209,900	16.6%
Jacksonville, FL	October 2021	Multi-Family (2-4 Unit)	$1,621		$1,920		$1,616		$475,000	39.7%
Jacksonville, FL	October 2021	Single Family Residential	$1,621		$1,354		$1,140		$335,000	18.4%
Jacksonville, FL	October 2021	Townhouse	$1,621		$994		$837		$245,900	20.0%
Jacksonville, FL	November 2021	All Residential	$1,627		$1,314		$1,107		$325,151	20.9%
Jacksonville, FL	November 2021	Condo/Co-op	$1,627		$917		$773		$227,000	32.7%
Jacksonville, FL	November 2021	Multi-Family (2-4 Unit)	$1,627		$1,819		$1,531		$450,000	31.7%
Jacksonville, FL	November 2021	Single Family Residential	$1,627		$1,394		$1,174		$345,000	20.3%
Jacksonville, FL	November 2021	Townhouse	$1,627		$995		$838		$246,318	17.7%
Jacksonville, FL	December 2021	All Residential	$1,625		$1,298		$1,093		$320,000	18.5%
Jacksonville, FL	December 2021	Condo/Co-op	$1,625		$888		$748		$219,000	18.1%
Jacksonville, FL	December 2021	Multi-Family (2-4 Unit)	$1,625		$1,196		$1,007		$294,900	-18.5%
Jacksonville, FL	December 2021	Single Family Residential	$1,625		$1,379		$1,161		$340,000	19.3%
Jacksonville, FL	December 2021	Townhouse	$1,625		$1,020		$859		$251,445	16.3%
Jacksonville, FL	January 2022	All Residential	$1,558		$1,377		$1,160		$324,900	25.0%
Jacksonville, FL	January 2022	Condo/Co-op	$1,558		$954		$803		$225,000	25.3%
Jacksonville, FL	January 2022	Multi-Family (2-4 Unit)	$1,558		$2,332		$1,964		$550,000	57.1%
Jacksonville, FL	January 2022	Single Family Residential	$1,558		$1,453		$1,224		$342,750	23.7%
Jacksonville, FL	January 2022	Townhouse	$1,558		$1,111		$935		$262,000	27.5%
Jacksonville, FL	February 2022	All Residential	$1,581	23.6%	$1,476	41.0%	$1,243	41.0%	$335,000	25.1%
Jacksonville, FL	February 2022	Condo/Co-op	$1,581	23.6%	$1,035	39.4%	$872	39.4%	$235,000	23.7%
Jacksonville, FL	February 2022	Multi-Family (2-4 Unit)	$1,581	23.6%	$1,828	21.5%	$1,539	21.5%	$415,000	7.8%
Jacksonville, FL	February 2022	Single Family Residential	$1,581	23.6%	$1,555	41.8%	$1,309	41.8%	$353,000	25.8%
Jacksonville, FL	February 2022	Townhouse	$1,581	23.6%	$1,225	43.3%	$1,032	43.3%	$278,204	27.2%
Jacksonville, FL	March 2022	All Residential	$1,618	23.3%	$1,618	42.8%	$1,362	42.8%	$349,450	24.8%
Jacksonville, FL	March 2022	Condo/Co-op	$1,618	23.3%	$1,099	39.3%	$926	39.3%	$237,500	21.8%
Jacksonville, FL	March 2022	Multi-Family (2-4 Unit)	$1,618	23.3%	$1,886	-12.0%	$1,588	-12.0%	$407,404	-23.1%
Jacksonville, FL	March 2022	Single Family Residential	$1,618	23.3%	$1,721	43.0%	$1,449	43.0%	$371,800	25.0%
Jacksonville, FL	March 2022	Townhouse	$1,618	23.3%	$1,225	40.8%	$1,032	40.8%	$264,650	23.1%
Jacksonville, FL	April 2022	All Residential	$1,647	20.2%	$1,826	55.6%	$1,538	55.6%	$358,900	23.4%
Jacksonville, FL	April 2022	Condo/Co-op	$1,647	20.2%	$1,313	49.7%	$1,105	49.7%	$258,000	18.8%
Jacksonville, FL	April 2022	Multi-Family (2-4 Unit)	$1,647	20.2%	$2,519	37.2%	$2,121	37.2%	$495,000	8.8%
Jacksonville, FL	April 2022	Single Family Residential	$1,647	20.2%	$1,921	55.1%	$1,617	55.1%	$377,450	23.0%
Jacksonville, FL	April 2022	Townhouse	$1,647	20.2%	$1,389	51.6%	$1,170	51.6%	$273,000	20.3%
Jacksonville, FL	May 2022	All Residential	$1,681	17.1%	$1,910	63.6%	$1,609	63.6%	$365,000	24.6%
Jacksonville, FL	May 2022	Condo/Co-op	$1,681	17.1%	$1,400	61.2%	$1,179	61.2%	$267,450	22.7%
Jacksonville, FL	May 2022	Multi-Family (2-4 Unit)	$1,681	17.1%	$2,044	22.1%	$1,721	22.1%	$390,514	-7.0%
Jacksonville, FL	May 2022	Single Family Residential	$1,681	17.1%	$2,041	68.0%	$1,719	68.0%	$390,000	27.9%
Jacksonville, FL	May 2022	Townhouse	$1,681	17.1%	$1,458	66.3%	$1,228	66.3%	$278,528	26.6%
Jacksonville, FL	June 2022	All Residential	$1,675	10.6%	$2,027	65.9%	$1,707	65.9%	$375,000	22.6%
Jacksonville, FL	June 2022	Condo/Co-op	$1,675	10.6%	$1,433	68.8%	$1,206	68.8%	$265,000	24.8%
Jacksonville, FL	June 2022	Multi-Family (2-4 Unit)	$1,675	10.6%	$3,384	59.9%	$2,850	59.9%	$626,000	18.1%
Jacksonville, FL	June 2022	Single Family Residential	$1,675	10.6%	$2,162	64.0%	$1,821	64.0%	$400,000	21.2%
Jacksonville, FL	June 2022	Townhouse	$1,675	10.6%	$1,506	63.9%	$1,268	63.9%	$278,500	21.1%
Kansas City, MO	February 2021	All Residential	$1,436		$977		$823		$250,000	13.6%
Kansas City, MO	February 2021	Condo/Co-op	$1,436		$697		$587		$178,450	25.2%
Kansas City, MO	February 2021	Multi-Family (2-4 Unit)	$1,436		$894		$753		$228,750	14.4%
Kansas City, MO	February 2021	Single Family Residential	$1,436		$1,011		$851		$258,600	12.9%
Kansas City, MO	February 2021	Townhouse	$1,436		$657		$553		$168,000	14.5%
Kansas City, MO	March 2021	All Residential	$1,457		$1,062		$894		$262,500	11.2%
Kansas City, MO	March 2021	Condo/Co-op	$1,457		$777		$654		$192,000	33.3%
Kansas City, MO	March 2021	Multi-Family (2-4 Unit)	$1,457		$896		$755		$221,500	-15.6%
Kansas City, MO	March 2021	Single Family Residential	$1,457		$1,113		$937		$275,000	12.9%
Kansas City, MO	March 2021	Townhouse	$1,457		$728		$613		$180,000	11.1%
Kansas City, MO	April 2021	All Residential	$1,509		$1,090		$918		$270,000	14.1%
Kansas City, MO	April 2021	Condo/Co-op	$1,509		$673		$567		$166,700	18.2%
Kansas City, MO	April 2021	Multi-Family (2-4 Unit)	$1,509		$706		$595		$175,000	5.3%
Kansas City, MO	April 2021	Single Family Residential	$1,509		$1,130		$952		$280,000	14.3%
Kansas City, MO	April 2021	Townhouse	$1,509		$761		$641		$188,500	14.9%
Kansas City, MO	May 2021	All Residential	$1,470		$1,116		$940		$280,000	16.7%
Kansas City, MO	May 2021	Condo/Co-op	$1,470		$739		$622		$185,500	34.9%
Kansas City, MO	May 2021	Multi-Family (2-4 Unit)	$1,470		$1,076		$906		$270,000	62.0%
Kansas City, MO	May 2021	Single Family Residential	$1,470		$1,144		$963		$287,000	15.8%
Kansas City, MO	May 2021	Townhouse	$1,470		$746		$628		$187,250	16.7%
Kansas City, MO	June 2021	All Residential	$1,441		$1,127		$949		$282,000	11.5%
Kansas City, MO	June 2021	Condo/Co-op	$1,441		$791		$666		$198,000	42.5%
Kansas City, MO	June 2021	Multi-Family (2-4 Unit)	$1,441		$859		$723		$215,000	-4.4%
Kansas City, MO	June 2021	Single Family Residential	$1,441		$1,163		$979		$291,000	11.9%
Kansas City, MO	June 2021	Townhouse	$1,441		$799		$673		$200,000	21.2%
Kansas City, MO	July 2021	All Residential	$1,437		$1,123		$945		$285,000	10.9%
Kansas City, MO	July 2021	Condo/Co-op	$1,437		$689		$580		$175,000	9.4%
Kansas City, MO	July 2021	Multi-Family (2-4 Unit)	$1,437		$1,044		$879		$265,000	15.2%
Kansas City, MO	July 2021	Single Family Residential	$1,437		$1,145		$964		$290,625	9.7%
Kansas City, MO	July 2021	Townhouse	$1,437		$742		$625		$188,500	13.9%
Kansas City, MO	August 2021	All Residential	$1,412		$1,079		$909		$275,000	7.8%
Kansas City, MO	August 2021	Condo/Co-op	$1,412		$655		$552		$167,000	12.5%
Kansas City, MO	August 2021	Multi-Family (2-4 Unit)	$1,412		$1,040		$876		$265,000	39.8%
Kansas City, MO	August 2021	Single Family Residential	$1,412		$1,099		$925		$280,000	5.7%
Kansas City, MO	August 2021	Townhouse	$1,412		$746		$628		$190,000	12.1%
Kansas City, MO	September 2021	All Residential	$1,430		$1,068		$899		$270,000	3.8%
Kansas City, MO	September 2021	Condo/Co-op	$1,430		$684		$576		$173,000	-1.1%
Kansas City, MO	September 2021	Multi-Family (2-4 Unit)	$1,430		$830		$699		$210,000	-16.0%
Kansas City, MO	September 2021	Single Family Residential	$1,430		$1,107		$932		$280,000	5.7%
Kansas City, MO	September 2021	Townhouse	$1,430		$732		$616		$185,000	2.2%
Kansas City, MO	October 2021	All Residential	$1,406		$1,091		$919		$270,000	7.1%
Kansas City, MO	October 2021	Condo/Co-op	$1,406		$719		$605		$177,900	12.3%
Kansas City, MO	October 2021	Multi-Family (2-4 Unit)	$1,406		$909		$766		$225,000	15.8%
Kansas City, MO	October 2021	Single Family Residential	$1,406		$1,132		$953		$280,000	7.7%
Kansas City, MO	October 2021	Townhouse	$1,406		$768		$647		$190,000	6.4%
Kansas City, MO	November 2021	All Residential	$1,388		$1,091		$919		$270,000	8.0%
Kansas City, MO	November 2021	Condo/Co-op	$1,388		$647		$544		$160,000	3.9%
Kansas City, MO	November 2021	Multi-Family (2-4 Unit)	$1,388		$930		$784		$230,250	10.6%
Kansas City, MO	November 2021	Single Family Residential	$1,388		$1,126		$949		$278,750	7.2%
Kansas City, MO	November 2021	Townhouse	$1,388		$808		$681		$200,000	15.6%
Kansas City, MO	December 2021	All Residential	$1,391		$1,116		$939		$275,000	12.2%
Kansas City, MO	December 2021	Condo/Co-op	$1,391		$682		$574		$168,000	1.0%
Kansas City, MO	December 2021	Multi-Family (2-4 Unit)	$1,391		$1,063		$895		$262,000	26.3%
Kansas City, MO	December 2021	Single Family Residential	$1,391		$1,146		$965		$282,500	12.1%
Kansas City, MO	December 2021	Townhouse	$1,391		$819		$690		$202,000	25.1%
Kansas City, MO	January 2022	All Residential	$1,408		$1,128		$950		$266,000	8.6%
Kansas City, MO	January 2022	Condo/Co-op	$1,408		$787		$663		$185,750	11.1%
Kansas City, MO	January 2022	Multi-Family (2-4 Unit)	$1,408		$1,140		$960		$269,000	35.5%
Kansas City, MO	January 2022	Single Family Residential	$1,408		$1,166		$982		$275,000	9.1%
Kansas City, MO	January 2022	Townhouse	$1,408		$854		$719		$201,500	15.1%
Kansas City, MO	February 2022	All Residential	$1,414	-1.5%	$1,193	22.1%	$1,005	22.1%	$270,919	8.4%
Kansas City, MO	February 2022	Condo/Co-op	$1,414	-1.5%	$782	12.1%	$658	12.1%	$177,500	-0.5%
Kansas City, MO	February 2022	Multi-Family (2-4 Unit)	$1,414	-1.5%	$1,277	42.9%	$1,076	42.9%	$290,000	26.8%
Kansas City, MO	February 2022	Single Family Residential	$1,414	-1.5%	$1,233	22.0%	$1,039	22.0%	$280,000	8.3%
Kansas City, MO	February 2022	Townhouse	$1,414	-1.5%	$841	28.1%	$709	28.1%	$191,000	13.7%
Kansas City, MO	March 2022	All Residential	$1,441	-1.1%	$1,347	26.8%	$1,134	26.8%	$291,000	10.9%
Kansas City, MO	March 2022	Condo/Co-op	$1,441	-1.1%	$869	11.9%	$732	11.9%	$187,750	-2.2%
Kansas City, MO	March 2022	Multi-Family (2-4 Unit)	$1,441	-1.1%	$1,136	26.8%	$957	26.8%	$245,500	10.8%
Kansas City, MO	March 2022	Single Family Residential	$1,441	-1.1%	$1,389	24.8%	$1,169	24.8%	$300,000	9.1%
Kansas City, MO	March 2022	Townhouse	$1,441	-1.1%	$983	34.9%	$827	34.9%	$212,250	17.9%
Kansas City, MO	April 2022	All Residential	$1,456	-3.5%	$1,526	40.1%	$1,285	40.1%	$300,000	11.1%
Kansas City, MO	April 2022	Condo/Co-op	$1,456	-3.5%	$916	36.1%	$771	36.1%	$180,000	8.0%
Kansas City, MO	April 2022	Multi-Family (2-4 Unit)	$1,456	-3.5%	$1,465	107.5%	$1,234	107.5%	$288,000	64.6%
Kansas City, MO	April 2022	Single Family Residential	$1,456	-3.5%	$1,577	39.6%	$1,328	39.6%	$310,000	10.7%
Kansas City, MO	April 2022	Townhouse	$1,456	-3.5%	$1,112	46.1%	$936	46.1%	$218,500	15.9%
Kansas City, MO	May 2022	All Residential	$1,428	-2.9%	$1,675	50.1%	$1,410	50.1%	$320,000	14.3%
Kansas City, MO	May 2022	Condo/Co-op	$1,428	-2.9%	$1,031	39.5%	$868	39.5%	$197,000	6.2%
Kansas City, MO	May 2022	Multi-Family (2-4 Unit)	$1,428	-2.9%	$1,497	39.1%	$1,261	39.1%	$286,000	5.9%
Kansas City, MO	May 2022	Single Family Residential	$1,428	-2.9%	$1,727	51.0%	$1,455	51.0%	$330,000	15.0%
Kansas City, MO	May 2022	Townhouse	$1,428	-2.9%	$1,152	54.3%	$970	54.3%	$220,000	17.5%
Kansas City, MO	June 2022	All Residential	$1,434	-0.5%	$1,757	56.0%	$1,480	56.0%	$325,000	15.2%
Kansas City, MO	June 2022	Condo/Co-op	$1,434	-0.5%	$1,027	29.8%	$865	29.8%	$190,000	-4.0%
Kansas City, MO	June 2022	Multi-Family (2-4 Unit)	$1,434	-0.5%	$1,350	57.2%	$1,137	57.2%	$249,750	16.2%
Kansas City, MO	June 2022	Single Family Residential	$1,434	-0.5%	$1,812	55.8%	$1,526	55.8%	$335,115	15.2%
Kansas City, MO	June 2022	Townhouse	$1,434	-0.5%	$1,192	49.2%	$1,004	49.2%	$220,500	10.3%
Las Vegas, NV	February 2021	All Residential	$1,472		$1,294		$1,089		$331,000	12.2%
Las Vegas, NV	February 2021	Condo/Co-op	$1,472		$696		$586		$178,000	14.8%
Las Vegas, NV	February 2021	Multi-Family (2-4 Unit)	$1,472		$1,524		$1,284		$390,000	16.4%
Las Vegas, NV	February 2021	Single Family Residential	$1,472		$1,388		$1,168		$355,000	11.6%
Las Vegas, NV	February 2021	Townhouse	$1,472		$958		$806		$245,000	7.0%
Las Vegas, NV	March 2021	All Residential	$1,496		$1,368		$1,152		$338,000	14.6%
Las Vegas, NV	March 2021	Condo/Co-op	$1,496		$712		$600		$176,000	3.7%
Las Vegas, NV	March 2021	Multi-Family (2-4 Unit)	$1,496		$1,497		$1,261		$370,000	2.8%
Las Vegas, NV	March 2021	Single Family Residential	$1,496		$1,477		$1,244		$365,000	14.1%
Las Vegas, NV	March 2021	Townhouse	$1,496		$1,028		$865		$254,000	9.5%
Las Vegas, NV	April 2021	All Residential	$1,558		$1,392		$1,173		$345,000	17.3%
Las Vegas, NV	April 2021	Condo/Co-op	$1,558		$747		$629		$185,000	13.5%
Las Vegas, NV	April 2021	Multi-Family (2-4 Unit)	$1,558		$1,574		$1,326		$390,000	16.0%
Las Vegas, NV	April 2021	Single Family Residential	$1,558		$1,522		$1,281		$377,000	21.6%
Las Vegas, NV	April 2021	Townhouse	$1,558		$1,042		$877		$258,095	20.3%
Las Vegas, NV	May 2021	All Residential	$1,565		$1,415		$1,191		$355,000	18.3%
Las Vegas, NV	May 2021	Condo/Co-op	$1,565		$741		$624		$186,000	12.7%
Las Vegas, NV	May 2021	Multi-Family (2-4 Unit)	$1,565		$1,698		$1,429		$426,000	30.1%
Las Vegas, NV	May 2021	Single Family Residential	$1,565		$1,534		$1,292		$385,000	21.1%
Las Vegas, NV	May 2021	Townhouse	$1,565		$1,036		$872		$260,000	18.7%
Las Vegas, NV	June 2021	All Residential	$1,655		$1,458		$1,228		$365,000	18.1%
Las Vegas, NV	June 2021	Condo/Co-op	$1,655		$807		$680		$202,000	22.5%
Las Vegas, NV	June 2021	Multi-Family (2-4 Unit)	$1,655		$1,642		$1,383		$411,000	22.7%
Las Vegas, NV	June 2021	Single Family Residential	$1,655		$1,598		$1,346		$400,000	21.6%
Las Vegas, NV	June 2021	Townhouse	$1,655		$1,079		$908		$270,000	16.4%
Las Vegas, NV	July 2021	All Residential	$1,658		$1,490		$1,254		$378,175	22.0%
Las Vegas, NV	July 2021	Condo/Co-op	$1,658		$823		$693		$209,000	24.4%
Las Vegas, NV	July 2021	Multi-Family (2-4 Unit)	$1,658		$1,619		$1,363		$411,000	17.4%
Las Vegas, NV	July 2021	Single Family Residential	$1,658		$1,595		$1,343		$405,000	22.1%
Las Vegas, NV	July 2021	Townhouse	$1,658		$1,123		$945		$285,000	19.7%
Las Vegas, NV	August 2021	All Residential	$1,738		$1,471		$1,239		$375,000	21.0%
Las Vegas, NV	August 2021	Condo/Co-op	$1,738		$824		$694		$210,000	36.4%
Las Vegas, NV	August 2021	Multi-Family (2-4 Unit)	$1,738		$1,726		$1,454		$440,000	35.6%
Las Vegas, NV	August 2021	Single Family Residential	$1,738		$1,593		$1,342		$406,000	20.1%
Las Vegas, NV	August 2021	Townhouse	$1,738		$1,118		$942		$285,000	21.3%
Las Vegas, NV	September 2021	All Residential	$1,797		$1,503		$1,265		$380,000	19.9%
Las Vegas, NV	September 2021	Condo/Co-op	$1,797		$834		$703		$211,033	27.1%
Las Vegas, NV	September 2021	Multi-Family (2-4 Unit)	$1,797		$1,681		$1,415		$425,000	17.6%
Las Vegas, NV	September 2021	Single Family Residential	$1,797		$1,621		$1,365		$410,000	20.6%
Las Vegas, NV	September 2021	Townhouse	$1,797		$1,157		$974		$292,500	19.4%
Las Vegas, NV	October 2021	All Residential	$1,789		$1,540		$1,297		$381,000	19.8%
Las Vegas, NV	October 2021	Condo/Co-op	$1,789		$889		$749		$220,000	32.7%
Las Vegas, NV	October 2021	Multi-Family (2-4 Unit)	$1,789		$1,744		$1,468		$431,500	19.0%
Las Vegas, NV	October 2021	Single Family Residential	$1,789		$1,657		$1,395		$410,000	19.3%
Las Vegas, NV	October 2021	Townhouse	$1,789		$1,192		$1,004		$295,000	24.5%
Las Vegas, NV	November 2021	All Residential	$1,798		$1,596		$1,344		$395,000	22.7%
Las Vegas, NV	November 2021	Condo/Co-op	$1,798		$909		$766		$225,000	36.4%
Las Vegas, NV	November 2021	Multi-Family (2-4 Unit)	$1,798		$1,879		$1,582		$465,000	31.9%
Las Vegas, NV	November 2021	Single Family Residential	$1,798		$1,698		$1,430		$420,200	20.7%
Las Vegas, NV	November 2021	Townhouse	$1,798		$1,206		$1,016		$298,500	22.7%
Las Vegas, NV	December 2021	All Residential	$1,820		$1,623		$1,366		$400,000	25.0%
Las Vegas, NV	December 2021	Condo/Co-op	$1,820		$917		$772		$226,000	32.9%
Las Vegas, NV	December 2021	Multi-Family (2-4 Unit)	$1,820		$1,947		$1,640		$480,000	37.1%
Las Vegas, NV	December 2021	Single Family Residential	$1,820		$1,744		$1,469		$430,000	24.6%
Las Vegas, NV	December 2021	Townhouse	$1,820		$1,258		$1,059		$310,000	32.0%
Las Vegas, NV	January 2022	All Residential	$1,765		$1,717		$1,446		$405,000	25.8%
Las Vegas, NV	January 2022	Condo/Co-op	$1,765		$954		$803		$225,000	32.4%
Las Vegas, NV	January 2022	Multi-Family (2-4 Unit)	$1,765		$1,908		$1,607		$450,000	22.6%
Las Vegas, NV	January 2022	Single Family Residential	$1,765		$1,847		$1,556		$435,756	26.3%
Las Vegas, NV	January 2022	Townhouse	$1,765		$1,293		$1,089		$305,000	23.5%
Las Vegas, NV	February 2022	All Residential	$1,760	19.6%	$1,872	44.7%	$1,577	44.7%	$425,000	28.4%
Las Vegas, NV	February 2022	Condo/Co-op	$1,760	19.6%	$1,051	51.0%	$885	51.0%	$238,500	34.0%
Las Vegas, NV	February 2022	Multi-Family (2-4 Unit)	$1,760	19.6%	$2,058	35.0%	$1,733	35.0%	$467,250	19.8%
Las Vegas, NV	February 2022	Single Family Residential	$1,760	19.6%	$1,995	43.8%	$1,680	43.8%	$453,000	27.6%
Las Vegas, NV	February 2022	Townhouse	$1,760	19.6%	$1,366	42.6%	$1,150	42.6%	$310,000	26.5%
Las Vegas, NV	March 2022	All Residential	$1,805	20.7%	$1,990	45.5%	$1,676	45.5%	$430,000	27.2%
Las Vegas, NV	March 2022	Condo/Co-op	$1,805	20.7%	$1,146	60.9%	$965	60.9%	$247,500	40.6%
Las Vegas, NV	March 2022	Multi-Family (2-4 Unit)	$1,805	20.7%	$2,430	62.3%	$2,047	62.3%	$525,000	41.9%
Las Vegas, NV	March 2022	Single Family Residential	$1,805	20.7%	$2,153	45.7%	$1,813	45.7%	$465,000	27.4%
Las Vegas, NV	March 2022	Townhouse	$1,805	20.7%	$1,528	48.6%	$1,286	48.6%	$330,000	29.9%
Las Vegas, NV	April 2022	All Residential	$1,826	17.2%	$2,254	61.9%	$1,898	61.9%	$443,000	28.4%
Las Vegas, NV	April 2022	Condo/Co-op	$1,826	17.2%	$1,297	73.8%	$1,093	73.8%	$255,000	37.8%
Las Vegas, NV	April 2022	Multi-Family (2-4 Unit)	$1,826	17.2%	$2,748	74.6%	$2,314	74.6%	$540,000	38.5%
Las Vegas, NV	April 2022	Single Family Residential	$1,826	17.2%	$2,442	60.5%	$2,057	60.5%	$480,000	27.3%
Las Vegas, NV	April 2022	Townhouse	$1,826	17.2%	$1,730	66.1%	$1,457	66.1%	$340,000	31.7%
Las Vegas, NV	May 2022	All Residential	$1,837	17.4%	$2,355	66.5%	$1,983	66.5%	$450,000	26.8%
Las Vegas, NV	May 2022	Condo/Co-op	$1,837	17.4%	$1,356	82.9%	$1,142	82.9%	$259,000	39.2%
Las Vegas, NV	May 2022	Multi-Family (2-4 Unit)	$1,837	17.4%	$2,863	68.7%	$2,411	68.7%	$547,000	28.4%
Las Vegas, NV	May 2022	Single Family Residential	$1,837	17.4%	$2,539	65.5%	$2,138	65.5%	$485,000	26.0%
Las Vegas, NV	May 2022	Townhouse	$1,837	17.4%	$1,858	79.3%	$1,565	79.3%	$355,000	36.5%
Las Vegas, NV	June 2022	All Residential	$1,867	12.8%	$2,433	66.8%	$2,049	66.8%	$450,000	23.3%
Las Vegas, NV	June 2022	Condo/Co-op	$1,867	12.8%	$1,406	74.2%	$1,184	74.2%	$260,000	28.7%
Las Vegas, NV	June 2022	Multi-Family (2-4 Unit)	$1,867	12.8%	$2,973	81.1%	$2,504	81.1%	$550,000	33.8%
Las Vegas, NV	June 2022	Single Family Residential	$1,867	12.8%	$2,616	63.7%	$2,203	63.7%	$484,000	21.0%
Las Vegas, NV	June 2022	Townhouse	$1,867	12.8%	$1,868	73.2%	$1,573	73.2%	$345,500	28.0%
Los Angeles, CA	February 2021	All Residential	$3,020		$2,912		$2,452		$745,000	17.0%
Los Angeles, CA	February 2021	Condo/Co-op	$3,020		$2,107		$1,774		$539,000	6.7%
Los Angeles, CA	February 2021	Multi-Family (2-4 Unit)	$3,020		$3,361		$2,831		$860,000	10.3%
Los Angeles, CA	February 2021	Single Family Residential	$3,020		$3,170		$2,669		$811,000	19.4%
Los Angeles, CA	February 2021	Townhouse	$3,020		$2,386		$2,009		$610,500	13.1%
Los Angeles, CA	March 2021	All Residential	$3,008		$3,136		$2,641		$775,000	17.4%
Los Angeles, CA	March 2021	Condo/Co-op	$3,008		$2,246		$1,891		$555,000	5.7%
Los Angeles, CA	March 2021	Multi-Family (2-4 Unit)	$3,008		$3,743		$3,152		$925,000	8.8%
Los Angeles, CA	March 2021	Single Family Residential	$3,008		$3,460		$2,913		$855,000	22.1%
Los Angeles, CA	March 2021	Townhouse	$3,008		$2,721		$2,292		$672,500	22.5%
Los Angeles, CA	April 2021	All Residential	$3,052		$3,199		$2,694		$792,500	21.9%
Los Angeles, CA	April 2021	Condo/Co-op	$3,052		$2,280		$1,920		$565,000	13.6%
Los Angeles, CA	April 2021	Multi-Family (2-4 Unit)	$3,052		$3,834		$3,229		$950,000	19.5%
Los Angeles, CA	April 2021	Single Family Residential	$3,052		$3,511		$2,957		$870,000	28.5%
Los Angeles, CA	April 2021	Townhouse	$3,052		$2,718		$2,289		$673,500	17.6%
Los Angeles, CA	May 2021	All Residential	$3,101		$3,232		$2,721		$811,000	27.7%
Los Angeles, CA	May 2021	Condo/Co-op	$3,101		$2,293		$1,931		$575,500	22.4%
Los Angeles, CA	May 2021	Multi-Family (2-4 Unit)	$3,101		$3,905		$3,288		$980,000	30.7%
Los Angeles, CA	May 2021	Single Family Residential	$3,101		$3,507		$2,953		$880,000	32.3%
Los Angeles, CA	May 2021	Townhouse	$3,101		$2,831		$2,384		$710,500	32.8%
Los Angeles, CA	June 2021	All Residential	$3,188		$3,313		$2,790		$829,250	26.6%
Los Angeles, CA	June 2021	Condo/Co-op	$3,188		$2,373		$1,998		$594,000	24.0%
Los Angeles, CA	June 2021	Multi-Family (2-4 Unit)	$3,188		$3,795		$3,196		$950,000	21.0%
Los Angeles, CA	June 2021	Single Family Residential	$3,188		$3,595		$3,028		$900,000	28.7%
Los Angeles, CA	June 2021	Townhouse	$3,188		$2,816		$2,372		$705,000	31.8%
Los Angeles, CA	July 2021	All Residential	$3,276		$3,230		$2,720		$820,000	17.1%
Los Angeles, CA	July 2021	Condo/Co-op	$3,276		$2,304		$1,940		$585,000	12.5%
Los Angeles, CA	July 2021	Multi-Family (2-4 Unit)	$3,276		$3,765		$3,170		$955,750	12.0%
Los Angeles, CA	July 2021	Single Family Residential	$3,276		$3,497		$2,945		$887,750	18.5%
